customer_id,date,mrr,plan,region,acquisition_channel,is_churn_month
C000004,2024-04-01,80.17,SMB,US,Paid Search,False
C000004,2024-05-01,84.5,SMB,US,Paid Search,False
C000004,2024-06-01,83.56,SMB,US,Paid Search,False
C000004,2024-07-01,84.54,SMB,US,Paid Search,False
C000004,2024-08-01,82.83,SMB,US,Paid Search,False
C000004,2024-09-01,80.54,SMB,US,Paid Search,False
C000004,2024-10-01,81.3,SMB,US,Paid Search,False
C000004,2024-11-01,80.68,SMB,US,Paid Search,False
C000004,2024-12-01,81.11,SMB,US,Paid Search,False
C000004,2025-01-01,82.78,SMB,US,Paid Search,False
C000004,2025-02-01,83.99,SMB,US,Paid Search,False
C000004,2025-03-01,82.15,SMB,US,Paid Search,False
C000004,2025-04-01,80.23,SMB,US,Paid Search,True
C000005,2022-01-01,79.18,SMB,EU,Organic,False
C000005,2022-02-01,80.55,SMB,EU,Organic,False
C000005,2022-03-01,81.03,SMB,EU,Organic,False
C000005,2022-04-01,78.83,SMB,EU,Organic,False
C000005,2022-05-01,80.37,SMB,EU,Organic,False
C000005,2022-06-01,82.16,SMB,EU,Organic,False
C000005,2022-07-01,81.05,SMB,EU,Organic,False
C000005,2022-08-01,79.46,SMB,EU,Organic,False
C000005,2022-09-01,80.81,SMB,EU,Organic,False
C000005,2022-10-01,78.42,SMB,EU,Organic,False
C000005,2022-11-01,81.65,SMB,EU,Organic,False
C000005,2022-12-01,79.39,SMB,EU,Organic,False
C000005,2023-01-01,77.55,SMB,EU,Organic,False
C000005,2023-02-01,77.0,SMB,EU,Organic,False
C000005,2023-03-01,76.54,SMB,EU,Organic,False
C000005,2023-04-01,79.94,SMB,EU,Organic,False
C000005,2023-05-01,77.96,SMB,EU,Organic,False
C000005,2023-06-01,78.84,SMB,EU,Organic,False
C000005,2023-07-01,83.16,SMB,EU,Organic,False
C000005,2023-08-01,82.29,SMB,EU,Organic,False
C000005,2023-09-01,81.03,SMB,EU,Organic,False
C000005,2023-10-01,78.38,SMB,EU,Organic,False
C000005,2023-11-01,78.15,SMB,EU,Organic,False
C000005,2023-12-01,82.0,SMB,EU,Organic,False
C000005,2024-01-01,80.87,SMB,EU,Organic,False
C000005,2024-02-01,81.38,SMB,EU,Organic,False
C000005,2024-03-01,77.27,SMB,EU,Organic,False
C000005,2024-04-01,72.15,SMB,EU,Organic,False
C000005,2024-05-01,80.08,SMB,EU,Organic,False
C000005,2024-06-01,80.6,SMB,EU,Organic,False
C000005,2024-07-01,78.97,SMB,EU,Organic,False
C000005,2024-08-01,77.4,SMB,EU,Organic,False
C000005,2024-09-01,81.66,SMB,EU,Organic,False
C000005,2024-10-01,77.1,SMB,EU,Organic,False
C000005,2024-11-01,101.66,SMB,EU,Organic,False
C000005,2024-12-01,78.42,SMB,EU,Organic,False
C000005,2025-01-01,78.4,SMB,EU,Organic,False
C000005,2025-02-01,82.72,SMB,EU,Organic,False
C000005,2025-03-01,78.6,SMB,EU,Organic,False
C000005,2025-04-01,107.15,SMB,EU,Organic,False
C000005,2025-05-01,79.94,SMB,EU,Organic,False
C000005,2025-06-01,78.28,SMB,EU,Organic,False
C000005,2025-07-01,78.06,SMB,EU,Organic,False
C000005,2025-08-01,78.49,SMB,EU,Organic,False
C000006,2022-01-01,118.13,SMB,EU,Organic,False
C000006,2022-02-01,122.28,SMB,EU,Organic,False
C000006,2022-03-01,85.72,SMB,EU,Organic,False
C000006,2022-04-01,118.53,SMB,EU,Organic,False
C000006,2022-05-01,117.72,SMB,EU,Organic,False
C000006,2022-06-01,114.92,SMB,EU,Organic,False
C000006,2022-07-01,118.12,SMB,EU,Organic,False
C000006,2022-08-01,117.52,SMB,EU,Organic,False
C000006,2022-09-01,119.16,SMB,EU,Organic,False
C000006,2022-10-01,120.64,SMB,EU,Organic,False
C000006,2022-11-01,122.4,SMB,EU,Organic,False
C000006,2022-12-01,120.51,SMB,EU,Organic,False
C000006,2023-01-01,121.25,SMB,EU,Organic,False
C000006,2023-02-01,121.92,SMB,EU,Organic,False
C000006,2023-03-01,118.04,SMB,EU,Organic,False
C000006,2023-04-01,114.34,SMB,EU,Organic,False
C000006,2023-05-01,99.1,SMB,EU,Organic,False
C000006,2023-06-01,119.94,SMB,EU,Organic,False
C000006,2023-07-01,117.21,SMB,EU,Organic,False
C000006,2023-08-01,120.82,SMB,EU,Organic,False
C000006,2023-09-01,164.45,SMB,EU,Organic,False
C000006,2023-10-01,119.34,SMB,EU,Organic,False
C000006,2023-11-01,121.52,SMB,EU,Organic,False
C000006,2023-12-01,124.59,SMB,EU,Organic,True
C000007,2022-01-01,90.23,SMB,EU,Referral,False
C000007,2022-02-01,92.19,SMB,EU,Referral,True
C000008,2022-01-01,92.13,SMB,EU,Organic,False
C000008,2022-02-01,90.12,SMB,EU,Organic,False
C000008,2022-03-01,91.42,SMB,EU,Organic,False
C000008,2022-04-01,88.68,SMB,EU,Organic,False
C000008,2022-05-01,88.31,SMB,EU,Organic,False
C000008,2022-06-01,89.41,SMB,EU,Organic,False
C000008,2022-07-01,88.66,SMB,EU,Organic,True
C000009,2022-01-01,80.45,SMB,US,Social,False
C000009,2022-02-01,79.87,SMB,US,Social,False
C000009,2022-03-01,77.81,SMB,US,Social,False
C000009,2022-04-01,82.07,SMB,US,Social,False
C000009,2022-05-01,82.84,SMB,US,Social,False
C000009,2022-06-01,80.56,SMB,US,Social,False
C000009,2022-07-01,82.86,SMB,US,Social,False
C000009,2022-08-01,104.45,SMB,US,Social,False
C000009,2022-09-01,79.94,SMB,US,Social,False
C000009,2022-10-01,82.07,SMB,US,Social,False
C000009,2022-11-01,77.55,SMB,US,Social,False
C000009,2022-12-01,82.78,SMB,US,Social,False
C000009,2023-01-01,80.49,SMB,US,Social,False
C000009,2023-02-01,77.64,SMB,US,Social,False
C000009,2023-03-01,80.28,SMB,US,Social,False
C000009,2023-04-01,78.28,SMB,US,Social,False
C000009,2023-05-01,81.44,SMB,US,Social,False
C000009,2023-06-01,80.96,SMB,US,Social,False
C000009,2023-07-01,78.87,SMB,US,Social,False
C000009,2023-08-01,78.79,SMB,US,Social,False
C000009,2023-09-01,81.18,SMB,US,Social,False
C000009,2023-10-01,80.2,SMB,US,Social,False
C000009,2023-11-01,78.71,SMB,US,Social,False
C000009,2023-12-01,79.25,SMB,US,Social,False
C000009,2024-01-01,80.71,SMB,US,Social,True
C000010,2022-01-01,479.97,Mid,EU,Organic,False
C000010,2022-02-01,508.15,Mid,EU,Organic,False
C000010,2022-03-01,489.57,Mid,EU,Organic,False
C000010,2022-04-01,522.22,Mid,EU,Organic,False
C000010,2022-05-01,503.0,Mid,EU,Organic,False
C000010,2022-06-01,579.88,Mid,EU,Organic,False
C000010,2022-07-01,478.06,Mid,EU,Organic,False
C000010,2022-08-01,494.16,Mid,EU,Organic,False
C000010,2022-09-01,500.95,Mid,EU,Organic,False
C000010,2022-10-01,515.31,Mid,EU,Organic,False
C000010,2022-11-01,501.97,Mid,EU,Organic,False
C000010,2022-12-01,505.71,Mid,EU,Organic,False
C000010,2023-01-01,479.17,Mid,EU,Organic,False
C000010,2023-02-01,488.47,Mid,EU,Organic,False
C000010,2023-03-01,489.68,Mid,EU,Organic,False
C000010,2023-04-01,483.89,Mid,EU,Organic,False
C000010,2023-05-01,486.67,Mid,EU,Organic,False
C000010,2023-06-01,495.84,Mid,EU,Organic,False
C000010,2023-07-01,491.18,Mid,EU,Organic,False
C000010,2023-08-01,497.2,Mid,EU,Organic,False
C000010,2023-09-01,494.05,Mid,EU,Organic,False
C000010,2023-10-01,486.48,Mid,EU,Organic,False
C000010,2023-11-01,482.18,Mid,EU,Organic,True
C000011,2022-01-01,76.69,SMB,US,Paid Search,False
C000011,2022-02-01,77.64,SMB,US,Paid Search,False
C000011,2022-03-01,79.77,SMB,US,Paid Search,False
C000011,2022-04-01,75.81,SMB,US,Paid Search,False
C000011,2022-05-01,76.96,SMB,US,Paid Search,False
C000011,2022-06-01,78.85,SMB,US,Paid Search,False
C000011,2022-07-01,78.72,SMB,US,Paid Search,False
C000011,2022-08-01,78.4,SMB,US,Paid Search,False
C000011,2022-09-01,78.76,SMB,US,Paid Search,False
C000011,2022-10-01,79.43,SMB,US,Paid Search,False
C000011,2022-11-01,80.2,SMB,US,Paid Search,False
C000011,2022-12-01,78.19,SMB,US,Paid Search,False
C000011,2023-01-01,80.62,SMB,US,Paid Search,False
C000011,2023-02-01,76.11,SMB,US,Paid Search,True
C000012,2022-01-01,80.91,SMB,APAC,Paid Search,False
C000012,2022-02-01,81.56,SMB,APAC,Paid Search,False
C000012,2022-03-01,82.2,SMB,APAC,Paid Search,False
C000012,2022-04-01,80.77,SMB,APAC,Paid Search,True
C000013,2022-01-01,702.53,Mid,US,Paid Search,False
C000013,2022-02-01,715.79,Mid,US,Paid Search,False
C000013,2022-03-01,691.7,Mid,US,Paid Search,False
C000013,2022-04-01,717.17,Mid,US,Paid Search,False
C000013,2022-05-01,711.92,Mid,US,Paid Search,False
C000013,2022-06-01,700.26,Mid,US,Paid Search,False
C000013,2022-07-01,709.51,Mid,US,Paid Search,False
C000013,2022-08-01,508.19,Mid,US,Paid Search,False
C000013,2022-09-01,734.67,Mid,US,Paid Search,False
C000013,2022-10-01,704.58,Mid,US,Paid Search,False
C000013,2022-11-01,701.0,Mid,US,Paid Search,False
C000013,2022-12-01,720.05,Mid,US,Paid Search,False
C000013,2023-01-01,690.77,Mid,US,Paid Search,False
C000013,2023-02-01,698.66,Mid,US,Paid Search,False
C000013,2023-03-01,713.11,Mid,US,Paid Search,True
C000014,2022-01-01,737.0,Mid,US,Organic,False
C000014,2022-02-01,767.59,Mid,US,Organic,False
C000014,2022-03-01,798.48,Mid,US,Organic,False
C000014,2022-04-01,731.2,Mid,US,Organic,False
C000014,2022-05-01,771.92,Mid,US,Organic,False
C000014,2022-06-01,768.62,Mid,US,Organic,False
C000014,2022-07-01,755.71,Mid,US,Organic,False
C000014,2022-08-01,772.98,Mid,US,Organic,False
C000014,2022-09-01,772.39,Mid,US,Organic,False
C000014,2022-10-01,772.26,Mid,US,Organic,False
C000014,2022-11-01,764.39,Mid,US,Organic,False
C000014,2022-12-01,731.91,Mid,US,Organic,False
C000014,2023-01-01,789.58,Mid,US,Organic,False
C000014,2023-02-01,751.07,Mid,US,Organic,False
C000014,2023-03-01,872.49,Mid,US,Organic,False
C000014,2023-04-01,771.39,Mid,US,Organic,False
C000014,2023-05-01,679.8,Mid,US,Organic,False
C000014,2023-06-01,764.68,Mid,US,Organic,False
C000014,2023-07-01,780.3,Mid,US,Organic,False
C000014,2023-08-01,783.72,Mid,US,Organic,False
C000014,2023-09-01,779.61,Mid,US,Organic,False
C000014,2023-10-01,880.15,Mid,US,Organic,False
C000014,2023-11-01,886.59,Mid,US,Organic,False
C000014,2023-12-01,787.0,Mid,US,Organic,False
C000014,2024-01-01,769.91,Mid,US,Organic,False
C000014,2024-02-01,748.77,Mid,US,Organic,False
C000014,2024-03-01,782.1,Mid,US,Organic,False
C000014,2024-04-01,776.01,Mid,US,Organic,False
C000014,2024-05-01,771.27,Mid,US,Organic,False
C000014,2024-06-01,774.52,Mid,US,Organic,False
C000014,2024-07-01,775.08,Mid,US,Organic,False
C000014,2024-08-01,751.99,Mid,US,Organic,False
C000014,2024-09-01,784.21,Mid,US,Organic,False
C000014,2024-10-01,1050.57,Mid,US,Organic,False
C000014,2024-11-01,760.77,Mid,US,Organic,False
C000014,2024-12-01,803.66,Mid,US,Organic,False
C000014,2025-01-01,894.39,Mid,US,Organic,False
C000014,2025-02-01,776.71,Mid,US,Organic,False
C000014,2025-03-01,787.9,Mid,US,Organic,False
C000014,2025-04-01,744.39,Mid,US,Organic,False
C000014,2025-05-01,753.04,Mid,US,Organic,False
C000014,2025-06-01,775.64,Mid,US,Organic,False
C000014,2025-07-01,761.12,Mid,US,Organic,False
C000014,2025-08-01,757.72,Mid,US,Organic,False
C000015,2022-01-01,105.44,SMB,APAC,Social,False
C000015,2022-02-01,106.92,SMB,APAC,Social,False
C000015,2022-03-01,106.59,SMB,APAC,Social,False
C000015,2022-04-01,110.43,SMB,APAC,Social,False
C000015,2022-05-01,108.01,SMB,APAC,Social,True
C000016,2022-01-01,104.47,SMB,US,Referral,False
C000016,2022-02-01,105.92,SMB,US,Referral,False
C000016,2022-03-01,105.79,SMB,US,Referral,False
C000016,2022-04-01,106.88,SMB,US,Referral,True
C000017,2022-01-01,101.03,SMB,APAC,Referral,False
C000017,2022-02-01,100.68,SMB,APAC,Referral,True
C000018,2022-01-01,96.49,SMB,APAC,Organic,False
C000018,2022-02-01,96.73,SMB,APAC,Organic,False
C000018,2022-03-01,96.97,SMB,APAC,Organic,False
C000018,2022-04-01,96.48,SMB,APAC,Organic,False
C000018,2022-05-01,97.85,SMB,APAC,Organic,False
C000018,2022-06-01,99.06,SMB,APAC,Organic,False
C000018,2022-07-01,97.49,SMB,APAC,Organic,False
C000018,2022-08-01,99.4,SMB,APAC,Organic,False
C000018,2022-09-01,96.32,SMB,APAC,Organic,False
C000018,2022-10-01,100.06,SMB,APAC,Organic,False
C000018,2022-11-01,96.46,SMB,APAC,Organic,False
C000018,2022-12-01,100.15,SMB,APAC,Organic,False
C000018,2023-01-01,94.72,SMB,APAC,Organic,False
C000018,2023-02-01,67.12,SMB,APAC,Organic,False
C000018,2023-03-01,93.58,SMB,APAC,Organic,False
C000018,2023-04-01,94.99,SMB,APAC,Organic,True
C000019,2022-01-01,80.06,SMB,US,Social,False
C000019,2022-02-01,80.84,SMB,US,Social,False
C000019,2022-03-01,81.55,SMB,US,Social,False
C000019,2022-04-01,79.87,SMB,US,Social,False
C000019,2022-05-01,78.02,SMB,US,Social,False
C000019,2022-06-01,78.41,SMB,US,Social,False
C000019,2022-07-01,77.15,SMB,US,Social,False
C000019,2022-08-01,77.89,SMB,US,Social,False
C000019,2022-09-01,77.89,SMB,US,Social,False
C000019,2022-10-01,78.43,SMB,US,Social,False
C000019,2022-11-01,79.92,SMB,US,Social,False
C000019,2022-12-01,79.86,SMB,US,Social,False
C000019,2023-01-01,80.71,SMB,US,Social,False
C000019,2023-02-01,80.39,SMB,US,Social,False
C000019,2023-03-01,77.5,SMB,US,Social,False
C000019,2023-04-01,73.52,SMB,US,Social,False
C000019,2023-05-01,77.63,SMB,US,Social,True
C000020,2022-01-01,97.15,SMB,US,Social,False
C000020,2022-02-01,96.0,SMB,US,Social,False
C000020,2022-03-01,96.68,SMB,US,Social,False
C000020,2022-04-01,94.35,SMB,US,Social,False
C000020,2022-05-01,93.47,SMB,US,Social,False
C000020,2022-06-01,94.62,SMB,US,Social,False
C000020,2022-07-01,95.06,SMB,US,Social,False
C000020,2022-08-01,96.48,SMB,US,Social,False
C000020,2022-09-01,92.49,SMB,US,Social,False
C000020,2022-10-01,96.07,SMB,US,Social,False
C000020,2022-11-01,95.14,SMB,US,Social,False
C000020,2022-12-01,95.38,SMB,US,Social,False
C000020,2023-01-01,95.82,SMB,US,Social,False
C000020,2023-02-01,91.62,SMB,US,Social,False
C000020,2023-03-01,96.88,SMB,US,Social,False
C000020,2023-04-01,105.96,SMB,US,Social,False
C000020,2023-05-01,94.05,SMB,US,Social,False
C000020,2023-06-01,94.0,SMB,US,Social,False
C000020,2023-07-01,98.62,SMB,US,Social,False
C000020,2023-08-01,95.88,SMB,US,Social,False
C000020,2023-09-01,94.1,SMB,US,Social,False
C000020,2023-10-01,92.62,SMB,US,Social,False
C000020,2023-11-01,96.7,SMB,US,Social,False
C000020,2023-12-01,98.55,SMB,US,Social,False
C000020,2024-01-01,93.02,SMB,US,Social,False
C000020,2024-02-01,94.59,SMB,US,Social,False
C000020,2024-03-01,95.72,SMB,US,Social,False
C000020,2024-04-01,94.89,SMB,US,Social,False
C000020,2024-05-01,97.17,SMB,US,Social,False
C000020,2024-06-01,96.13,SMB,US,Social,False
C000020,2024-07-01,95.9,SMB,US,Social,False
C000020,2024-08-01,95.42,SMB,US,Social,True
C000021,2022-01-01,97.94,SMB,US,Paid Search,False
C000021,2022-02-01,95.22,SMB,US,Paid Search,False
C000021,2022-03-01,108.97,SMB,US,Paid Search,False
C000021,2022-04-01,94.33,SMB,US,Paid Search,False
C000021,2022-05-01,100.02,SMB,US,Paid Search,False
C000021,2022-06-01,95.88,SMB,US,Paid Search,False
C000021,2022-07-01,97.5,SMB,US,Paid Search,False
C000021,2022-08-01,97.23,SMB,US,Paid Search,False
C000021,2022-09-01,118.65,SMB,US,Paid Search,False
C000021,2022-10-01,101.5,SMB,US,Paid Search,False
C000021,2022-11-01,96.06,SMB,US,Paid Search,True
C000022,2022-01-01,774.15,Mid,US,Organic,False
C000022,2022-02-01,555.47,Mid,US,Organic,False
C000022,2022-03-01,549.69,Mid,US,Organic,False
C000022,2022-04-01,552.82,Mid,US,Organic,False
C000022,2022-05-01,546.66,Mid,US,Organic,True
C000023,2022-01-01,101.92,SMB,EU,Social,False
C000023,2022-02-01,102.97,SMB,EU,Social,False
C000023,2022-03-01,102.13,SMB,EU,Social,True
C000024,2022-01-01,101.29,SMB,US,Paid Search,False
C000024,2022-02-01,98.91,SMB,US,Paid Search,False
C000024,2022-03-01,96.04,SMB,US,Paid Search,True
C000025,2022-01-01,1019.36,Mid,APAC,Paid Search,False
C000025,2022-02-01,1006.94,Mid,APAC,Paid Search,False
C000025,2022-03-01,1011.38,Mid,APAC,Paid Search,False
C000025,2022-04-01,989.63,Mid,APAC,Paid Search,False
C000025,2022-05-01,1009.83,Mid,APAC,Paid Search,False
C000025,2022-06-01,997.52,Mid,APAC,Paid Search,False
C000025,2022-07-01,958.64,Mid,APAC,Paid Search,False
C000025,2022-08-01,1008.05,Mid,APAC,Paid Search,False
C000025,2022-09-01,1019.5,Mid,APAC,Paid Search,False
C000025,2022-10-01,978.42,Mid,APAC,Paid Search,False
C000025,2022-11-01,972.22,Mid,APAC,Paid Search,False
C000025,2022-12-01,997.9,Mid,APAC,Paid Search,True
C000026,2022-01-01,918.16,Mid,US,Organic,False
C000026,2022-02-01,918.1,Mid,US,Organic,False
C000026,2022-03-01,924.86,Mid,US,Organic,False
C000026,2022-04-01,897.39,Mid,US,Organic,False
C000026,2022-05-01,909.69,Mid,US,Organic,False
C000026,2022-06-01,900.5,Mid,US,Organic,False
C000026,2022-07-01,884.22,Mid,US,Organic,False
C000026,2022-08-01,905.36,Mid,US,Organic,True
C000027,2022-01-01,89.87,SMB,US,Paid Search,False
C000027,2022-02-01,92.76,SMB,US,Paid Search,False
C000027,2022-03-01,93.55,SMB,US,Paid Search,False
C000027,2022-04-01,91.29,SMB,US,Paid Search,True
C000028,2022-01-01,87.07,SMB,US,Paid Search,False
C000028,2022-02-01,83.45,SMB,US,Paid Search,True
C000029,2022-01-01,98.94,SMB,US,Paid Search,False
C000029,2022-02-01,96.51,SMB,US,Paid Search,False
C000029,2022-03-01,93.74,SMB,US,Paid Search,False
C000029,2022-04-01,95.19,SMB,US,Paid Search,False
C000029,2022-05-01,99.49,SMB,US,Paid Search,False
C000029,2022-06-01,115.54,SMB,US,Paid Search,False
C000029,2022-07-01,100.08,SMB,US,Paid Search,False
C000029,2022-08-01,95.36,SMB,US,Paid Search,False
C000029,2022-09-01,100.18,SMB,US,Paid Search,False
C000029,2022-10-01,98.95,SMB,US,Paid Search,False
C000029,2022-11-01,110.82,SMB,US,Paid Search,False
C000029,2022-12-01,101.43,SMB,US,Paid Search,False
C000029,2023-01-01,101.5,SMB,US,Paid Search,False
C000029,2023-02-01,98.4,SMB,US,Paid Search,False
C000029,2023-03-01,96.51,SMB,US,Paid Search,False
C000029,2023-04-01,97.76,SMB,US,Paid Search,False
C000029,2023-05-01,96.94,SMB,US,Paid Search,False
C000029,2023-06-01,95.16,SMB,US,Paid Search,False
C000029,2023-07-01,93.3,SMB,US,Paid Search,False
C000029,2023-08-01,97.77,SMB,US,Paid Search,False
C000029,2023-09-01,96.74,SMB,US,Paid Search,False
C000029,2023-10-01,96.69,SMB,US,Paid Search,False
C000029,2023-11-01,97.31,SMB,US,Paid Search,False
C000029,2023-12-01,95.19,SMB,US,Paid Search,False
C000029,2024-01-01,95.88,SMB,US,Paid Search,False
C000029,2024-02-01,97.12,SMB,US,Paid Search,False
C000029,2024-03-01,96.45,SMB,US,Paid Search,False
C000029,2024-04-01,97.78,SMB,US,Paid Search,False
C000029,2024-05-01,96.47,SMB,US,Paid Search,False
C000029,2024-06-01,98.45,SMB,US,Paid Search,False
C000029,2024-07-01,100.52,SMB,US,Paid Search,False
C000029,2024-08-01,95.4,SMB,US,Paid Search,False
C000029,2024-09-01,98.01,SMB,US,Paid Search,False
C000029,2024-10-01,95.58,SMB,US,Paid Search,False
C000029,2024-11-01,99.37,SMB,US,Paid Search,False
C000029,2024-12-01,100.14,SMB,US,Paid Search,False
C000029,2025-01-01,97.61,SMB,US,Paid Search,False
C000029,2025-02-01,97.0,SMB,US,Paid Search,False
C000029,2025-03-01,98.89,SMB,US,Paid Search,False
C000029,2025-04-01,99.14,SMB,US,Paid Search,False
C000029,2025-05-01,93.86,SMB,US,Paid Search,False
C000029,2025-06-01,98.09,SMB,US,Paid Search,False
C000029,2025-07-01,94.87,SMB,US,Paid Search,False
C000029,2025-08-01,95.62,SMB,US,Paid Search,False
C000030,2022-01-01,679.28,Mid,US,Paid Search,False
C000030,2022-02-01,677.43,Mid,US,Paid Search,False
C000030,2022-03-01,694.11,Mid,US,Paid Search,False
C000030,2022-04-01,654.98,Mid,US,Paid Search,False
C000030,2022-05-01,676.56,Mid,US,Paid Search,False
C000030,2022-06-01,685.68,Mid,US,Paid Search,False
C000030,2022-07-01,651.99,Mid,US,Paid Search,False
C000030,2022-08-01,669.15,Mid,US,Paid Search,False
C000030,2022-09-01,678.57,Mid,US,Paid Search,False
C000030,2022-10-01,661.15,Mid,US,Paid Search,False
C000030,2022-11-01,672.99,Mid,US,Paid Search,False
C000030,2022-12-01,653.91,Mid,US,Paid Search,False
C000030,2023-01-01,656.32,Mid,US,Paid Search,False
C000030,2023-02-01,656.87,Mid,US,Paid Search,False
C000030,2023-03-01,646.84,Mid,US,Paid Search,False
C000030,2023-04-01,671.52,Mid,US,Paid Search,False
C000030,2023-05-01,668.15,Mid,US,Paid Search,False
C000030,2023-06-01,662.33,Mid,US,Paid Search,False
C000030,2023-07-01,683.71,Mid,US,Paid Search,False
C000030,2023-08-01,661.42,Mid,US,Paid Search,False
C000030,2023-09-01,665.03,Mid,US,Paid Search,False
C000030,2023-10-01,668.85,Mid,US,Paid Search,False
C000030,2023-11-01,670.45,Mid,US,Paid Search,False
C000030,2023-12-01,701.02,Mid,US,Paid Search,False
C000030,2024-01-01,664.18,Mid,US,Paid Search,False
C000030,2024-02-01,663.22,Mid,US,Paid Search,True
C000031,2022-01-01,53.37,SMB,APAC,Paid Search,False
C000031,2022-02-01,54.64,SMB,APAC,Paid Search,False
C000031,2022-03-01,55.95,SMB,APAC,Paid Search,False
C000031,2022-04-01,53.94,SMB,APAC,Paid Search,False
C000031,2022-05-01,54.6,SMB,APAC,Paid Search,False
C000031,2022-06-01,55.29,SMB,APAC,Paid Search,False
C000031,2022-07-01,54.74,SMB,APAC,Paid Search,False
C000031,2022-08-01,54.9,SMB,APAC,Paid Search,False
C000031,2022-09-01,55.38,SMB,APAC,Paid Search,False
C000031,2022-10-01,54.55,SMB,APAC,Paid Search,False
C000031,2022-11-01,55.91,SMB,APAC,Paid Search,False
C000031,2022-12-01,57.88,SMB,APAC,Paid Search,False
C000031,2023-01-01,54.8,SMB,APAC,Paid Search,False
C000031,2023-02-01,54.07,SMB,APAC,Paid Search,False
C000031,2023-03-01,46.92,SMB,APAC,Paid Search,False
C000031,2023-04-01,55.17,SMB,APAC,Paid Search,False
C000031,2023-05-01,62.99,SMB,APAC,Paid Search,False
C000031,2023-06-01,55.56,SMB,APAC,Paid Search,False
C000031,2023-07-01,54.26,SMB,APAC,Paid Search,False
C000031,2023-08-01,55.32,SMB,APAC,Paid Search,False
C000031,2023-09-01,54.04,SMB,APAC,Paid Search,False
C000031,2023-10-01,55.31,SMB,APAC,Paid Search,False
C000031,2023-11-01,54.39,SMB,APAC,Paid Search,False
C000031,2023-12-01,52.84,SMB,APAC,Paid Search,False
C000031,2024-01-01,56.62,SMB,APAC,Paid Search,False
C000031,2024-02-01,54.12,SMB,APAC,Paid Search,False
C000031,2024-03-01,55.26,SMB,APAC,Paid Search,False
C000031,2024-04-01,56.37,SMB,APAC,Paid Search,False
C000031,2024-05-01,54.65,SMB,APAC,Paid Search,False
C000031,2024-06-01,55.54,SMB,APAC,Paid Search,False
C000031,2024-07-01,55.1,SMB,APAC,Paid Search,False
C000031,2024-08-01,55.46,SMB,APAC,Paid Search,False
